,names,scores,logfoldchanges,pvals,pvals_adj
266,PDE4A,2.3881767,1.6695493,0.019100801301495208,0.04045008721205444
267,TRAF3IP3,2.3873217,1.8654288,0.01914450153604426,0.0405306240437292
268,MYO10,2.3808084,1.7321733,0.019464075391797887,0.04113003869744914
269,ZDHHC2,2.3678794,1.5761027,0.0201095152309291,0.042314634933965624
270,SPICE1,2.357408,1.8337822,0.02065505565285176,0.04336045163188969
271,NT5DC2,2.3495016,3.0934398,0.021081653510934377,0.044178146964573124
272,GBE1,2.3410995,0.9028166,0.021496449874174994,0.04496828320181529
273,TFB1M,2.3342052,1.5587664,0.021894945501125564,0.04572160982823416
274,SLC45A3,2.3325145,4.0530324,0.02200499926519231,0.04593325337728033
275,ELOVL7,2.3316634,2.1514444,0.022040415365942916,0.045980607754380766
276,STAM,2.320342,1.2858137,0.02266142946281301,0.047166038377226265
277,AC019197.1,2.3199465,2.9249022,0.022703931478084,0.047236160533233075
278,GDAP1,2.3179817,1.5402739,0.02279899447512117,0.047406345149277454
279,PRKCQ,2.3176053,2.4702559,0.02283351290456411,0.047467516540583544
280,MALRD1,2.306172,2.6418645,0.02349560867416672,0.04870841380595815
281,TMEM255B,2.3019764,1.7277399,0.0237307051089979,0.04915302234688988
282,UPP2,2.28128,2.8096352,0.024992671444542324,0.05164718574315945
283,ABCB8,2.2689893,2.3266773,0.025757928889542144,0.05308534619003765
284,ZNF618,2.2659943,1.3202769,0.025930931132239498,0.05340393399573939
285,AC006299.1,2.2573805,2.766997,0.026506495241857667,0.05446060016924364
286,NDST2,2.2515216,1.8778766,0.02688106858755111,0.05515094094828224
287,RAI1,2.2433536,1.544198,0.027417490386949545,0.05610656206295887
288,AC018742.1,2.2321649,2.8430638,0.028193069013266632,0.05752351778501329
289,DNAI2,2.2321575,6.798014,0.028202869075040368,0.05753803866855348
290,EXTL3,2.2281384,1.973429,0.02846079012208599,0.05797598398195231
291,TEC,2.2231672,0.9329945,0.028780917711498565,0.0585335735399635
292,SOX2-OT,2.2225058,1.9145718,0.028850024514807397,0.058662993143896246
293,EML2,2.2198944,2.309455,0.029042912948098507,0.05900485317470624
294,CCND3,2.218182,0.81788045,0.02911966472545906,0.05913837393434455
295,ZNF462,2.2162197,2.1988456,0.029302570212894764,0.05944790119634014
296,PGBD5,2.2129285,2.1628902,0.029529367012551423,0.05984008185760279
297,AC010280.1,2.208877,5.477933,0.029840498969326695,0.06042436200000977
298,ADRB2,2.208374,2.634413,0.02986563773703089,0.06046438214056745
299,LRP4,2.2036414,3.3773823,0.030215463971422305,0.0610873003543695
300,C5orf30,2.2031844,2.681495,0.03024357658719538,0.061137184797871204
301,LINC01344,2.1999288,3.297266,0.030486122800494196,0.06159845635859772
302,GCSAML,2.1997201,5.851813,0.030507767172446645,0.061630575529528574
303,SLC35D1,2.196229,1.506409,0.030737611035461285,0.06203061651086315
304,PALLD,2.194508,1.0762875,0.030854284362235914,0.06224264100317845
305,C11orf49,2.192497,1.1699173,0.031006755324229408,0.0625127449982776
306,AL355612.1,2.1830692,1.905326,0.03173511379609643,0.06378552631394618
307,MYO1D,2.1823668,0.88778245,0.031755663638714855,0.06381486749776041
308,GABPB1,2.1780896,1.3635492,0.03210668126818489,0.06445381699260033
309,ERG,2.1738536,1.5951794,0.03243832559201577,0.06499182042373036
310,PEX1,2.167559,1.584823,0.032926833972506994,0.06589054009951847
311,RASSF5,2.166539,1.5685976,0.03300534081356708,0.06603197143933524
312,RUNX2,2.1639302,1.2832849,0.03320748758580144,0.06639639755617027
313,LAT,2.1522405,2.4763987,0.03416460471693119,0.06810688700844775
314,BTK,2.1486826,1.22002,0.03443323826765012,0.06858502335235828
315,CD82,2.1411326,1.8206253,0.03506766261013579,0.06970624369778937
316,TRIM24,2.14012,1.2190728,0.035141344622470316,0.06982681561195826
317,KIF13B,2.1313639,0.7914659,0.035861018216445766,0.0710789975629414
318,SERP2,2.13102,4.728749,0.035939227569440714,0.07122084798069371
319,MITF,2.1310153,0.69042754,0.03587610440385015,0.07110232743402611
320,TAB3,2.1285539,1.3299072,0.03612085118705755,0.07152789111231528
321,LINC00511,2.1086354,2.2587366,0.037867326624631326,0.07457456167615106
322,NAV1,2.1062558,0.9683793,0.03804954257685604,0.07491134695355314
