,names,scores,logfoldchanges,pvals,pvals_adj
78,GFPT2,17.533045,5.0914817,5.352560244920288e-65,6.558874393832608e-63
79,NR4A1,17.507092,2.3022792,8.808231051720327e-66,1.1176550690715426e-63
80,RCAN1,17.505417,1.6568471,4.116331830820988e-66,5.25420355834079e-64
81,PRKG1,17.46046,2.6772125,3.2263968697746174e-65,3.999240143089416e-63
82,CALCRL,17.458235,2.514026,2.5005631090631454e-65,3.1175625180668656e-63
83,PTPRK,17.392086,2.503761,7.396100612762354e-65,8.960563928817848e-63
84,ADAMTSL1,17.329683,3.3023262,4.744341183094973e-64,5.529220235341772e-62
85,DSCAML1,17.164045,3.0764005,4.935659623151781e-63,5.512514841607645e-61
86,FSTL1,17.140211,3.4837785,1.117497590049172e-62,1.2226335878068596e-60
87,PDZRN3,17.134901,3.6757379,1.1958798346048388e-62,1.3017485874754398e-60
88,SCN9A,17.105886,2.0586784,3.414919195698544e-63,3.834006661390554e-61
89,APP,17.101297,1.433688,2.2097134756925532e-63,2.5071479244841857e-61
90,SH3BP5,17.026173,1.4902946,7.234974621800567e-63,8.03869408237779e-61
91,SH3D19,16.995373,2.870265,6.444395576707559e-62,6.909680937345844e-60
92,ABCA9,16.74292,2.6362085,2.247499757401583e-60,2.3170858075826706e-58
93,CADPS2,16.599245,2.142775,1.30040380031163e-59,1.2850626310544974e-57
94,COL5A2,16.58851,2.9634726,3.4820964232213576e-59,3.409592497696749e-57
95,PLCB4,16.532425,3.0531456,8.130993723855161e-59,7.88963934001584e-57
96,RBPMS,16.482767,2.4809546,1.0257059498880454e-58,9.90776504026993e-57
97,AP002518.2,16.460056,2.699359,1.9825985726311865e-58,1.889548612955696e-56
98,CRISPLD2,16.330679,2.5922463,1.3689370765954114e-57,1.259892131781631e-55
99,CCDC141,16.281425,1.8503793,9.616096612629689e-58,8.926734881438572e-56
100,FILIP1,16.254246,3.607863,8.514173719125047e-57,7.60741421803823e-55
101,AC020916.1,16.252989,1.6798872,1.7386679326870685e-57,1.593333126006047e-55
102,SVEP1,16.25002,3.6074479,9.349480455403388e-57,8.319097879073454e-55
103,KALRN,16.187708,2.9928222,1.4591777493262247e-56,1.293000316386428e-54
104,ADAMTS9,16.177908,3.7430706,3.050806531608164e-56,2.6812088222871095e-54
105,NOVA1,16.172638,4.2748775,3.502239454115808e-56,3.052927758295097e-54
106,NAMPT,16.164715,1.4823234,3.5319482435688157e-57,3.2092838192834614e-55
107,FBLN1,16.13654,3.307618,3.405047491412889e-56,2.980319934932979e-54
108,PCDH9,16.03915,3.6589074,1.9073393222758337e-55,1.6230549375747214e-53
109,AL031599.1,16.016844,4.510994,4.268149530505793e-55,3.575242130162743e-53
110,AFF3,16.010805,1.6417811,4.073230664059049e-56,3.527405178158837e-54
111,SORBS1,15.9852915,2.6188822,1.931846024846401e-55,1.6374113105457002e-53
112,LINC02296,15.959593,4.292939,9.054234847169279e-55,7.46765431010377e-53
113,SLC19A2,15.925812,2.2826412,4.456016046123905e-55,3.718085918018717e-53
114,TACC1,15.908391,1.3436104,2.663683448620517e-55,2.240001093028171e-53
115,DLG2,15.841598,1.8003706,8.669267716027607e-55,7.177752003957374e-53
116,WWTR1,15.774535,2.5645876,5.289555409147468e-54,4.2642566238255e-52
117,BICC1,15.746928,3.0961072,1.0162546944658479e-53,8.041537146909831e-52
118,CD163L1,15.66847,1.3195248,6.836357549729962e-54,5.470106391657064e-52
119,ADGRL4,15.642841,3.2800992,5.9173798149327875e-53,4.564470962281248e-51
120,HIF3A,15.632374,3.715118,7.20814981040953e-53,5.500767421153806e-51
121,MSRB3,15.555558,3.089865,1.483023614685793e-52,1.119787267370498e-50
122,CSGALNACT1,15.553969,1.3813232,3.5275949896787287e-53,2.750754434860751e-51
123,PID1,15.512969,1.4702865,6.424680923819981e-53,4.9203877760855605e-51
124,FAT4,15.51129,3.7597167,4.272232667237958e-52,3.1810332401475965e-50
125,ESYT2,15.458391,1.328836,1.8773102063232762e-52,1.4125277215577661e-50
126,FGFR1,15.447751,1.9562495,4.085874356207994e-52,3.0528742053841195e-50
127,SLIT3,15.430943,2.655266,7.660673277307017e-52,5.625872525978481e-50
128,ANO2,15.411521,3.6788208,1.834319714154088e-51,1.3244158905831738e-49
129,MEIS1,15.33449,3.2421863,4.6764188308732954e-51,3.3315988508055464e-49
130,VWF,15.316878,3.1263895,6.232434842075127e-51,4.425441481902617e-49
131,NFIA,15.31073,1.2009895,1.3144755278558008e-51,9.555123125199931e-50
132,FAM155A,15.3027725,3.2812407,8.171096433979024e-51,5.782871020800204e-49
133,ADAMTS9-AS2,15.265356,3.0822892,1.0963137744184764e-50,7.68279496033654e-49
134,CNTN4,15.20861,3.4942808,2.6375084158841554e-50,1.8186086967916342e-48
135,PDLIM3,15.185458,3.718694,4.817756870970926e-50,3.279745344161922e-48
136,TEAD1,15.131269,2.600176,5.644769340987124e-50,3.830583346459743e-48
137,NLRP3,15.107647,1.6629053,3.9776350232909027e-50,2.7251247744233266e-48
138,OSMR,14.912604,2.7382197,1.2099851012708265e-48,7.983667849738954e-47
139,PDK4,14.8942585,1.3482093,5.919120436154263e-49,3.9665505822778753e-47
140,KCNT2,14.882666,3.4604347,2.681974397772641e-48,1.742795726843531e-46
141,GPC6,14.8764715,2.8413506,2.2891954383111964e-48,1.492082279001377e-46
142,CD99,14.855712,1.4517905,1.3075640793188723e-48,8.601044207642299e-47
143,YBX3,14.8555565,1.5627462,1.4286608758813817e-48,9.368869670458823e-47
144,ZFAND5,14.852051,1.3088341,1.1873864300738918e-48,7.858739076081648e-47
145,ERG,14.844043,3.0030487,3.380040424061533e-48,2.1766242298371025e-46
146,SLCO2A1,14.792335,4.1460123,1.387838301978401e-47,8.910420523240968e-46
147,NID1,14.717535,3.1765282,2.3614200265134483e-47,1.5115907775687876e-45
148,COL8A1,14.627419,3.389287,9.66015667996851e-47,6.074850435344421e-45
149,FHL1,14.595932,3.5223033,1.3270441551191626e-46,8.24844488764502e-45
150,LINC02147,14.559062,2.291194,8.959153522040582e-47,5.667259236773989e-45
151,GRASP,14.531886,2.3725097,2.154634749124521e-46,1.3201139302921778e-44
152,ARHGAP29,14.504936,2.7654424,3.3505138530185495e-46,2.029616357743779e-44
153,PTPRB,14.490806,2.5304532,4.2772293776123155e-46,2.5764299655482723e-44
154,GULP1,14.461896,2.9350626,7.647565451888472e-46,4.542780984772753e-44
155,RBMS3,14.455358,1.3316481,2.870233738346268e-46,1.7436060137421354e-44
156,FILIP1L,14.43312,1.3881322,4.366087502024651e-46,2.622587686090101e-44
157,NR2F2-AS1,14.401533,2.9013453,1.5388901144451982e-45,9.041084825798036e-44
158,AOX1,14.391228,3.5328128,2.5844670167518308e-45,1.4978732623574666e-43
159,MAGI2,14.382338,1.9447267,1.0446661016592797e-45,6.188348034249058e-44
160,NEGR1,14.37978,2.0058768,1.1576441735576813e-45,6.838711200487857e-44
161,C1orf21,14.369722,1.9878719,1.4748086112202157e-45,8.688405455770962e-44
162,TMTC1,14.328785,1.9873109,2.427850529302181e-45,1.414750726911847e-43
163,TMEM132C,14.307534,4.221217,9.104932116813161e-45,5.1789433504759e-43
164,AKAP13,14.278899,0.88449794,2.899699846119363e-45,1.676042142862092e-43
165,TFPI,14.235729,1.584562,7.112145722490316e-45,4.056192895560701e-43
166,SCN7A,14.230845,3.586951,2.0167260391140822e-44,1.1350832856368078e-42
167,EPHA4,14.224691,3.3164053,2.0373381762522912e-44,1.1436827186270716e-42
168,CNKSR3,14.2030735,3.0719147,2.4821842590105783e-44,1.3753994638300476e-42
169,NCKAP1,14.186259,2.4387665,2.1399765026890324e-44,1.1950431282204065e-42
170,CCDC80,14.171729,2.851223,3.3220995751351836e-44,1.821971951130406e-42
171,LIMCH1,14.16325,1.9550781,2.2140968463752486e-44,1.2300283101987261e-42
172,SGCD,14.142416,2.9265203,5.535380096400327e-44,3.012707888000219e-42
173,COBLL1,14.091175,1.9880558,5.619131426915874e-44,3.050548210602127e-42
174,THRB,14.088221,1.2313268,4.076710442785116e-44,2.230127008548062e-42
175,TSC22D3,14.067695,1.3351943,5.889745035568911e-44,3.18938617532171e-42
176,RAPGEF4,14.007955,2.6359766,2.62113870034155e-43,1.3947319674968783e-41
177,GLI3,14.006417,3.851652,4.5000861554613936e-43,2.382712284388003e-41
178,SDK1,13.9554205,1.7191957,3.449829498979112e-43,1.8311421726759425e-41
179,CDH13,13.95524,2.5984032,5.6796122149854336e-43,2.9924718510601386e-41
180,EMCN,13.818729,3.2186055,4.2679687706781975e-42,2.153466407492312e-40
181,ADAMTSL4-AS1,13.798535,1.2286235,2.0492843083676743e-42,1.0488031672705587e-40
182,ITGBL1,13.76236,3.8359067,9.723109802892301e-42,4.782164371862902e-40
183,P2RY14,13.752541,1.5807991,4.3831077381790774e-42,2.2012028650471226e-40
184,AC007384.1,13.7495985,1.5212901,5.1839977836527526e-42,2.5973282353422807e-40
185,GFRA1,13.715871,4.1871176,1.8908892183932283e-41,9.215506454369178e-40
186,ZNF385B,13.701771,4.106223,2.417983434242365e-41,1.1651963317728825e-39
187,HMCN1,13.687814,2.9986777,2.0156284073106133e-41,9.756915477735619e-40
188,PTPN14,13.660396,2.695383,2.80268786142347e-41,1.34453777405738e-39
189,CACNA2D1,13.660005,2.4971352,2.0379593307787545e-41,9.842792767842254e-40
190,MEG3,13.617809,2.9845157,4.604933270851126e-41,2.1992915158158473e-39
191,PALMD,13.597441,3.6016705,8.590229352028829e-41,4.084454062636501e-39
192,RFX2,13.514459,1.4621214,1.041914365905973e-40,4.943099925329134e-39
193,AHNAK,13.481069,1.110153,1.3474192621443275e-40,6.350342562070981e-39
194,LSAMP,13.468915,2.4248364,3.0371141978477013e-40,1.4158234099705675e-38
195,ADGRD1,13.409354,2.7388213,7.042823966596316e-40,3.240908093126425e-38
196,TJP1,13.386304,2.3005466,7.701817852272282e-40,3.521487889640231e-38
197,PLSCR4,13.385213,2.7609663,8.920937744509434e-40,4.061583630430155e-38
198,FHOD3,13.377021,3.5083942,1.3785755247182136e-39,6.197520660808673e-38
199,CFH,13.316429,1.9110734,1.656120824593894e-39,7.368019701782461e-38
200,SCARA5,13.310732,5.0282803,3.9529666419308073e-39,1.7370372268353327e-37
201,CREB5,13.294998,1.2477797,1.5015561523484174e-39,6.722206707924732e-38
202,AKT3,13.2052,1.1563047,4.6135981011597794e-39,2.0231901366312947e-37
203,ARHGEF26,13.195576,3.137251,1.1657927095726333e-38,5.040173158079748e-37
204,RBFOX2,13.167986,1.9057342,1.0535575555134841e-38,4.564139034430536e-37
205,PRSS23,13.149282,2.6731305,1.8446118149321223e-38,7.927025202285457e-37
206,RGL1,13.134416,1.0076157,1.0354676355862395e-38,4.494851817309984e-37
